Title,Price,Price/m²,Location,Area,Bedrooms,Bathrooms,Image URL,Listing URL
Shops For sale in Rock Gold Mall - El Batal,"4,600,000
    EGP","-97,872EGP/m",Greater Cairo  /  Rock Gold Mall - El Batal,47m²,N/A,N/A,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2405/6631f069d554a038314316.jpg,https://aqarmap.com.eg/en/listing/5723502-for-sale-cairo-new-cairo-compounds-rock-gold-mall-el-batal/
Villas For sale in Miura Compound - Al Oula,"24,500,000
    EGP","-65,333EGP/m",Greater Cairo  /  Miura Compound - Al Oula,375m²,4,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/6807796070819404491619.jpg,https://aqarmap.com.eg/en/listing/5834864-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-miura-compound-al-oula/
RESALE Apartment Finished With Prime Location -RTM,"9,000,000
    EGP","-50,000EGP/m",Greater Cairo  /  Club Park - Mountain View iCity Compound,180m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684ff0ac6e587496720926.jpg,https://aqarmap.com.eg/en/listing/6014996-for-sale-cairo-new-cairo-compounds-mwntn-fyw-y-syty-club-park-mountain-view-icity/
Villas For sale in Ibn Rushd St.,"42,000,000
    EGP","-120,000EGP/m",Greater Cairo  /  Ibn Rushd St.,350m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68512f8f4c538677637804.jpeg,https://aqarmap.com.eg/en/listing/6017367-for-sale-cairo-new-cairo-lrhb-city-phase-5-ibn-rushd-st/
Apartments For sale in Ridge Compound - Al Oula,"5,670,000
    EGP","-35,000EGP/m",Greater Cairo  /  Ridge Compound - Al Oula,162m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681c866d60446466461185.jpg,https://aqarmap.com.eg/en/listing/5888533-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-ridge-compound-al-oula/
READY TO MOVE Apartment With prime location resale,"10,500,000
    EGP","-54,687EGP/m",Greater Cairo  /  Centre Ville - Hyde Park Compound	,192m²,3,4,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681c785167d43638627756.jpg,https://aqarmap.com.eg/en/listing/5888363-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
Villas For sale in Moon Valley Compound 1 - Arabia,"35,000,000
    EGP","-62,500EGP/m",Greater Cairo  /  Moon Valley Compound 1 - Arabia,560m²,6,4,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685137ad3b9d9620251641.jpeg,https://aqarmap.com.eg/en/listing/6017446-for-sale-cairo-new-cairo-compounds-moon-valley/
Apartments For sale in Ridge Compound - Al Oula,"6,020,000
    EGP","-35,000EGP/m",Greater Cairo  /  Ridge Compound - Al Oula,172m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/680e52c9b2279046466281.jpg,https://aqarmap.com.eg/en/listing/5854677-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-ridge-compound-al-oula/
Apartment In Golden Square In Galleria Compound,"10,500,000
    EGP","-52,500EGP/m",Greater Cairo  /  Galleria Residence - Arabia,200m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2004/5e95dcb2f1ca6066821077.jpeg,https://aqarmap.com.eg/en/listing/5910618-for-sale-cairo-new-cairo-compounds-galleria-moon-valley/
Apartments For sale in Ridge Compound - Al Oula,"5,600,000
    EGP","-35,000EGP/m",Greater Cairo  /  Ridge Compound - Al Oula,160m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/680e2fbded9fd016212420.jpg,https://aqarmap.com.eg/en/listing/5854559-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-ridge-compound-al-oula/
Apartment FULLY FINISHED and READY TO MOVE - Mivida,"15,500,000
    EGP","-92,261EGP/m",Greater Cairo  /  Boulevard Residence Mivida,168m²,2,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683eed84b2bec981215731.jpg,https://aqarmap.com.eg/en/listing/5986527-for-sale-cairo-new-cairo-compounds-mivida-boulevard-mivida/
Apartments For sale in Ridge Compound - Al Oula,"6,650,000
    EGP","-35,000EGP/m",Greater Cairo  /  Ridge Compound - Al Oula,190m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681c95fd80048697680083.jpg,https://aqarmap.com.eg/en/listing/5888724-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-ridge-compound-al-oula/
Resale Townhouse Corner RTM in Golden Square,"14,000,000
    EGP","-61,946EGP/m",Greater Cairo  /  Azzar Compound - Reedy Group,226m²,4,5,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68517c6d1d325899345858.JPG,https://aqarmap.com.eg/en/listing/6018473-for-sale-cairo-new-cairo-compounds-azzar/
S Villa Prime Location Less than the company Price,"8,750,000
    EGP","-33,653EGP/m",Greater Cairo  /  Elan - Sarai Compound,260m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68517b6224574031232751.jpg,https://aqarmap.com.eg/en/listing/6018448-for-sale-cairo-new-cairo-compounds-sarai-elan-sarai-compound/
Apt With installment &DP  in TAJ CITY -lake view,"6,750,000
    EGP","-51,923EGP/m",Greater Cairo  /  Taj City Compound - Madinet Masr,130m²,2,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c59e99b983b687523175.jpeg,https://aqarmap.com.eg/en/listing/5686314-for-sale-cairo-new-cairo-compounds-tag-city/
